stn,time,vapor_pressure,t2m_min,t2m_mean,new_snow,precipitation,relative_humidity_min,relative_humidity_mean,snow_depth,evapotranspiration,global_radiation,pressure,t2m_max,sunshine_absolute,sunshine-relative,wind_speed,cloud_cover,t005m_mean,soil_temperature
ANT,2000-01-15,3.4,-21.5,-7,52,89.5,48,85.2,86,NA,NA,NA,NA,NA,NA,0.8,45,NA,NA
ANT,2000-02-15,4.5,-15.5,-2.1,141,126.7,53,82.1,110,NA,NA,NA,NA,NA,NA,0.9,62,NA,NA
ANT,2000-03-15,5.1,-10.7,0.1,122,146.9,42,82.3,107,NA,NA,NA,NA,NA,NA,1.2,69,NA,NA
ANT,2000-04-15,6.1,-7,4.1,38,165.4,28,75.6,61,NA,NA,NA,NA,NA,NA,1.5,69,NA,NA
ANT,2000-05-15,9,0.9,9.7,0,57.2,40,77,0,NA,NA,NA,NA,NA,NA,1.7,61,NA,NA
ANT,2000-06-15,10.4,2.6,12.4,0,84.6,32,74.6,0,NA,NA,NA,NA,NA,NA,1.8,51,NA,NA
ANT,2000-07-15,10.4,1.4,10.6,0,155.8,38,80.9,0,NA,NA,NA,NA,NA,NA,1.8,66,NA,NA
ANT,2000-08-15,11.8,-3.5,13.7,0,123.6,32,78.1,0,NA,NA,NA,NA,NA,NA,1.3,46,NA,NA
ANT,2000-09-15,9.6,1.1,10,0,221.6,34,78.6,0,NA,NA,NA,NA,NA,NA,1.2,51,NA,NA
ANT,2000-10-15,7.8,-2.1,6,28,269.9,40,82.7,0,NA,NA,NA,NA,NA,NA,1.5,65,NA,NA
ANT,2000-11-15,5.2,-11,0.1,190,280.4,45,80.8,46,NA,NA,NA,NA,NA,NA,1.3,65,NA,NA
ANT,2000-12-15,4.5,-13.3,-0.3,41,42,23,72.5,41,NA,NA,NA,NA,NA,NA,1.4,56,NA,NA
ANT,2001-01-15,3.8,-16.5,-2.5,99,60.4,34,71.6,61,NA,NA,NA,NA,NA,NA,1.3,60,NA,NA
ANT,2001-02-15,4.3,-15.5,-2.1,125,124.6,44,78.7,87,NA,NA,NA,NA,NA,NA,1.2,60,NA,NA
ANT,2001-03-15,5.7,-11.8,2.4,69,134.1,38,79.2,69,NA,NA,NA,NA,NA,NA,1.5,76,NA,NA
ANT,2001-04-15,5.5,-7.3,1.7,149,161.3,37,80.3,12,NA,NA,NA,NA,NA,NA,1.6,75,NA,NA
ANT,2001-05-15,9,1.2,9.7,0,57.1,38,76.2,0,NA,NA,NA,NA,NA,NA,1.7,60,NA,NA
ANT,2001-06-15,9.2,-0.2,9.3,13,206.8,27,80.5,0,NA,NA,NA,NA,NA,NA,1.8,55,NA,NA
ANT,2001-07-15,11.5,5.2,12.7,0,174,21,80.1,0,NA,NA,NA,NA,NA,NA,1.3,56,NA,NA
ANT,2001-08-15,12.1,4.5,13.9,0,118.6,30,77.5,0,NA,NA,NA,NA,NA,NA,0.9,55,NA,NA
ANT,2001-09-15,7.8,-1.5,6.6,3,138.9,39,80.2,0,NA,NA,NA,NA,NA,NA,1.1,76,NA,NA
ANT,2001-10-15,8.5,-0.8,9,0,79.6,35,74,0,NA,NA,NA,NA,NA,NA,0.9,44,NA,NA
ANT,2001-11-15,4.9,-9.3,-1.5,94,108.4,41,86,14,NA,NA,NA,NA,NA,NA,0.8,56,NA,NA
ANT,2001-12-15,3.5,-20,-6.9,66,86.2,49,84.7,34,NA,NA,NA,NA,NA,NA,0.8,48,NA,NA
ANT,2002-01-15,3.3,-19.5,-6.4,3,21,45,79.1,54,NA,NA,NA,NA,NA,NA,0.8,28,NA,NA
ANT,2002-02-15,4.7,-14.2,-0.2,141,126,41,78.3,71,NA,NA,NA,NA,NA,NA,0.9,65,NA,NA
ANT,2002-03-15,4.8,-12.5,1.2,60,197.5,30,71.9,67,NA,NA,NA,NA,NA,NA,0.9,48,NA,NA
ANT,2002-04-15,5.8,-7.5,3.7,12,51.2,34,75.7,7,NA,NA,NA,NA,NA,NA,1.1,61,NA,NA
ANT,2002-05-15,7.9,-3,7.2,103,425.4,29,78.6,8,NA,NA,NA,NA,NA,NA,1,69,NA,NA
ANT,2002-06-15,11.8,4.3,14.1,0,133.8,33,76.1,0,NA,NA,NA,NA,NA,NA,NA,51,NA,NA
ANT,2002-07-15,12.2,5,13.5,0,123.1,46,78.7,0,NA,NA,NA,NA,NA,NA,NA,62,NA,NA
ANT,2002-08-15,12.1,5,12.9,0,139.1,43,82.5,0,NA,NA,NA,NA,NA,NA,NA,66,NA,NA
ANT,2002-09-15,9.6,-2,8.9,32,80.7,34,83.3,2,NA,NA,NA,NA,NA,NA,NA,74,NA,NA
ANT,2002-10-15,7.4,-2,6.3,1,73.6,34,76.6,0,NA,NA,NA,NA,NA,NA,NA,61,NA,NA
ANT,2002-11-15,6.6,-13.5,2.5,113,572.8,55,86.8,10,NA,NA,NA,NA,NA,NA,NA,84,NA,NA
ANT,2002-12-15,4.9,-13,-1.4,59,79.9,54,85.9,20,NA,NA,NA,NA,NA,NA,NA,64,NA,NA
ANT,2003-01-15,3.6,-19.5,-5.6,146,133.4,52,84.2,48,NA,NA,NA,NA,NA,NA,NA,64,NA,NA
ANT,2003-02-15,2.6,-22.5,-7.6,109,80.8,36,73.4,109,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
ANT,2003-03-15,4.8,-10.5,0.8,15,15.8,29,76.3,78,NA,NA,NA,NA,NA,NA,NA,37,NA,NA
ANT,2003-04-15,5.8,-13,3.8,29,60,33,71.7,23,NA,NA,NA,NA,NA,NA,NA,56,NA,NA
ANT,2003-05-15,8.6,-0.4,9.6,1,64.9,35,72.5,0,NA,NA,NA,NA,NA,NA,NA,64,NA,NA
ANT,2003-06-15,12.6,6.6,16.2,0,48.1,31,71,0,NA,NA,NA,NA,NA,NA,NA,45,NA,NA
ANT,2003-07-15,12,5.5,13.8,0,135,38,76.8,0,NA,NA,NA,NA,NA,NA,NA,50,NA,NA
ANT,2003-08-15,12.8,5.4,16.2,0,59.5,30,72.4,0,NA,NA,NA,NA,NA,NA,NA,38,NA,NA
ANT,2003-09-15,8.6,-0.4,9.6,0,54.2,29,74,0,NA,NA,NA,NA,NA,NA,NA,51,NA,NA
ANT,2003-10-15,6.1,-17.2,2.8,58,192.6,27,76.9,4,NA,NA,NA,NA,NA,NA,NA,57,NA,NA
ANT,2003-11-15,6.1,-6.5,1.7,52,85,44,78.2,15,NA,NA,NA,NA,NA,NA,NA,55,NA,NA
ANT,2003-12-15,4.1,-18.5,-2.2,129,113.8,45,75.9,22,NA,NA,NA,NA,NA,NA,NA,57,NA,NA
ANT,2004-01-15,3.7,-18,-5,194,211.7,50,83.5,87,NA,NA,NA,NA,NA,NA,NA,73,NA,NA
ANT,2004-02-15,3.6,-19.5,-4.2,86,61.9,40,77.4,115,NA,NA,NA,NA,NA,NA,NA,59,NA,NA
ANT,2004-03-15,4.2,-17.5,-1.2,67,62.5,25,76.5,110,NA,NA,NA,NA,NA,NA,NA,56,NA,NA
ANT,2004-04-15,5.8,-9,3.5,81,92.5,38,75.4,54,NA,NA,NA,NA,NA,NA,NA,69,NA,NA
ANT,2004-05-15,6.8,-4.9,6.4,70,113.8,31,73.3,5,NA,NA,NA,NA,NA,NA,NA,56,NA,NA
ANT,2004-06-15,9.6,3.1,11,0,116.4,28,76.9,0,NA,NA,NA,NA,NA,NA,NA,58,NA,NA
ANT,2004-07-15,10.9,2.4,12.9,0,66.8,34,73.8,0,NA,NA,NA,NA,NA,NA,NA,57,NA,NA
ANT,2004-08-15,11.4,4.6,13.6,0,116.7,39,74.6,0,NA,NA,NA,NA,NA,NA,NA,65,NA,NA
ANT,2004-09-15,9.5,1.1,10.1,0,77.6,33,77.8,0,NA,NA,NA,NA,NA,NA,NA,52,NA,NA
ANT,2004-10-15,7.7,-1.2,8.1,10,138.6,42,70.4,0,NA,NA,NA,NA,NA,NA,NA,68,NA,NA
ANT,2004-11-15,4.9,-10,-0.6,45,99.8,38,78.9,9,NA,NA,NA,NA,NA,NA,NA,66,NA,NA
ANT,2004-12-15,3.6,-19.5,-3.9,117,77,39,75.5,35,NA,NA,NA,NA,NA,NA,NA,45,NA,NA
ANT,2005-01-15,3.1,-23,-7.2,166,138,38,79.8,80,NA,NA,NA,NA,NA,NA,NA,50,NA,NA
ANT,2005-02-15,2.8,-19.5,-8,126,88.7,43,79.4,122,NA,NA,NA,NA,NA,NA,NA,62,NA,NA
ANT,2005-03-15,4.5,-20.5,-1.1,51,36.9,38,75.2,107,NA,NA,NA,NA,NA,NA,NA,55,NA,NA
ANT,2005-04-15,5.5,-4.6,4.1,59,74.8,25,70,14,NA,NA,NA,NA,NA,NA,NA,69,NA,NA
ANT,2005-05-15,7.5,-1.2,8.5,11,176.2,25,70.8,0,NA,NA,NA,NA,NA,NA,NA,66,NA,NA
ANT,2005-06-15,9.1,-2,12.5,0,111.8,25,64.7,0,NA,NA,NA,NA,NA,NA,NA,58,NA,NA
ANT,2005-07-15,11,2.8,13.2,0,124.7,28,73,0,NA,NA,NA,NA,NA,NA,NA,71,NA,NA
ANT,2005-08-15,10.6,1.6,10.9,0,239.5,42,82.1,0,NA,NA,NA,NA,NA,NA,NA,68,NA,NA
ANT,2005-09-15,10.4,-0.4,10.4,0,51.1,48,82.4,0,NA,NA,NA,NA,NA,NA,NA,65,NA,NA
ANT,2005-10-15,7.1,-1,7.1,9,74.4,27,71.3,0,NA,NA,NA,NA,NA,NA,NA,41,NA,NA
ANT,2005-11-15,4.8,-15.6,-0.4,20,27.4,36,77,5,NA,NA,NA,NA,NA,NA,NA,60,NA,NA
ANT,2005-12-15,3.2,-23.2,-7.4,176,121.5,48,85.7,47,NA,NA,NA,NA,NA,NA,NA,59,NA,NA
ANT,2006-01-15,3,-17,-6.7,90,56.3,48,75.3,85,NA,NA,NA,NA,NA,NA,NA,41,NA,NA
ANT,2006-02-15,3.5,-18.7,-5.6,144,101.6,54,82.7,111,NA,NA,NA,NA,NA,NA,NA,64,NA,NA
ANT,2006-03-15,4.2,-21.4,-2.5,122,124.6,41,78.5,134,NA,NA,NA,NA,NA,NA,NA,66,NA,NA
ANT,2006-04-15,5.8,-8.7,3.6,48,86.4,29,76.2,41,NA,NA,NA,NA,NA,NA,NA,65,NA,NA
ANT,2006-05-15,7.8,-2.5,8.4,27,139,27,72.5,1,NA,NA,NA,NA,NA,NA,NA,79,NA,NA
ANT,2006-06-15,10.1,-2.2,12.2,6,85.5,32,71.6,0,NA,NA,NA,NA,NA,NA,NA,60,NA,NA
ANT,2006-07-15,12.7,8,16.2,0,55.3,40,70.9,0,NA,NA,NA,NA,NA,NA,NA,46,NA,NA
ANT,2006-08-15,9.6,0.5,9.7,0,177.2,34,80.7,0,NA,NA,NA,NA,NA,NA,NA,80,NA,NA
ANT,2006-09-15,10.3,2,12.7,0,112.2,33,72.1,0,NA,NA,NA,NA,NA,NA,NA,63,NA,NA
ANT,2006-10-15,7.6,-0.8,8.7,0,33.3,30,68.1,0,NA,NA,NA,NA,NA,NA,NA,58,NA,NA
ANT,2006-11-15,5.3,-9,2.4,15,48.7,27,72,1,NA,NA,NA,NA,NA,NA,NA,58,NA,NA
ANT,2006-12-15,3.8,-14,-3.6,98,98.1,37,76.6,27,NA,NA,NA,NA,NA,NA,NA,36,NA,NA
ANT,2007-01-15,4.5,-15.5,-1.6,69,107,8,79.5,38,NA,NA,NA,NA,NA,NA,NA,58,NA,NA
ANT,2007-02-15,4.3,-9.5,-0.8,80,76.9,33,73.8,47,NA,NA,NA,NA,NA,NA,NA,58,NA,NA
ANT,2007-03-15,4.5,-10,0.6,66,113.2,25,72.7,49,NA,NA,NA,NA,NA,NA,NA,57,NA,NA
ANT,2007-04-15,6.8,-3.5,8.3,4,19.8,26,66.3,3,NA,NA,NA,NA,NA,NA,NA,37,NA,NA
ANT,2007-05-15,7.9,-1.6,9,38,239.3,23,71.5,2,NA,NA,NA,NA,NA,NA,NA,72,NA,NA
ANT,2007-06-15,10.3,2.5,11.8,0,170.3,33,76.4,0,NA,NA,NA,NA,NA,NA,NA,73,NA,NA
ANT,2007-07-15,10.1,2,12.8,0,129.1,30,70.3,0,NA,NA,NA,NA,NA,NA,NA,63,NA,NA
ANT,2007-08-15,10.2,3.4,12.1,0,169.4,30,73.4,0,NA,NA,NA,NA,NA,NA,NA,72,NA,NA
ANT,2007-09-15,7.6,-0.5,8,6,126.4,29,71.8,0,NA,NA,NA,NA,NA,NA,NA,58,NA,NA
ANT,2007-10-15,6.4,-7,4.8,2,31.2,24,72.1,0,NA,NA,NA,NA,NA,NA,NA,57,NA,NA
ANT,2007-11-15,4.1,-17,-2.1,132,136.2,32,75.2,35,NA,NA,NA,NA,NA,NA,NA,62,NA,NA
ANT,2007-12-15,3.4,-17.5,-5.3,112,96.1,44,77.1,62,NA,NA,NA,NA,NA,NA,NA,52,NA,NA
ANT,2008-01-15,3.7,-14.6,-2.5,90,78.7,23,70,87,NA,NA,NA,NA,NA,NA,NA,55,NA,NA
ANT,2008-02-15,3.7,-15.2,-2.2,29,24.9,30,68.5,96,NA,NA,NA,NA,NA,NA,NA,41,NA,NA
ANT,2008-03-15,4.2,-17,-1.1,138,173.3,27,73.8,78,NA,NA,NA,NA,NA,NA,NA,83,NA,NA
ANT,2008-04-15,5.2,-7.1,3.1,129,159.4,32,70.7,61,NA,NA,NA,NA,NA,NA,NA,79,NA,NA
ANT,2008-05-15,7.6,-2.8,9.8,0,111.9,29,64.7,0,NA,NA,NA,NA,NA,NA,NA,73,NA,NA
ANT,2008-06-15,10,2,12.1,0,97.7,35,73.2,0,NA,NA,NA,NA,NA,NA,NA,73,NA,NA
ANT,2008-07-15,9.9,2.7,12.6,0,171.8,30,69.1,0,NA,NA,NA,NA,NA,NA,NA,65,NA,NA
ANT,2008-08-15,10.4,4.4,12.8,0,131.6,32,72.4,0,NA,NA,NA,NA,NA,NA,NA,67,NA,NA
ANT,2008-09-15,7.9,-3.2,7.9,1,206.7,28,74.8,0,NA,NA,NA,NA,NA,NA,NA,73,NA,NA
ANT,2008-10-15,6.5,-4.2,6,111,166.3,25,70.3,6,NA,NA,NA,NA,NA,NA,NA,61,NA,NA
ANT,2008-11-15,4.6,-13.4,0.1,120,187.2,44,72.7,20,NA,NA,NA,NA,NA,NA,NA,68,NA,NA
ANT,2008-12-15,3.6,-15,-3.4,159,116.3,35,73.1,78,NA,NA,NA,NA,NA,NA,NA,66,NA,NA
ANT,2009-01-15,2.7,-17.2,-6.7,61,44.2,26,69.3,87,NA,NA,NA,NA,NA,NA,NA,43,NA,NA
ANT,2009-02-15,3.6,-18.8,-3.9,233,163.2,41,76.2,144,NA,NA,NA,NA,NA,NA,NA,78,NA,NA
ANT,2009-03-15,4.1,-14,-1.4,253,185.5,31,75.6,179,NA,NA,NA,NA,NA,NA,NA,80,NA,NA
ANT,2009-04-15,5.5,-3.4,5.1,54,148.6,33,66.7,99,NA,NA,NA,NA,NA,NA,NA,72,NA,NA
ANT,2009-05-15,7.5,-0.7,10.5,0,48.9,15,62.3,2,NA,NA,NA,NA,NA,NA,NA,64,NA,NA
ANT,2009-06-15,8.9,1.4,11.2,0,93.8,23,68,0,NA,NA,NA,NA,NA,NA,NA,73,NA,NA
ANT,2009-07-15,10.3,2.8,13.5,0,124.6,33,68.1,0,NA,NA,NA,NA,NA,NA,NA,67,NA,NA
ANT,2009-08-15,10.8,2.1,14.7,0,88.6,24,68,0,NA,NA,NA,NA,NA,NA,NA,52,NA,NA
ANT,2009-09-15,8.8,1.2,10.4,0,53.2,19,72.3,0,NA,NA,NA,NA,NA,NA,NA,56,NA,NA
ANT,2009-10-15,6.1,-10.2,4.5,23,77.6,22,69.6,2,NA,NA,NA,NA,NA,NA,NA,63,NA,NA
ANT,2009-11-15,4.9,-9,2.4,122,160.7,27,68.2,3,NA,NA,NA,NA,NA,NA,NA,61,NA,NA
ANT,2009-12-15,3.4,-20.3,-4.6,93,94.8,32,70.8,72,NA,NA,NA,NA,NA,NA,NA,64,NA,NA
ANT,2010-01-15,2.6,-17.4,-7.5,97,58.7,35,71.8,73,NA,NA,NA,NA,NA,NA,NA,63,NA,NA
ANT,2010-02-15,3,-21.5,-4.2,68,33.9,20,64.2,91,NA,NA,NA,NA,NA,NA,NA,68,NA,NA
ANT,2010-03-15,3.8,-16.5,-1.6,79,98,23,68.4,78,NA,NA,NA,NA,NA,NA,NA,74,NA,NA
ANT,2010-04-15,5.4,-9.9,4.5,26,51.3,26,67.6,18,NA,NA,NA,NA,NA,NA,NA,67,NA,NA
ANT,2010-05-15,6.9,-6.5,6.5,29,230.5,24,73.9,1,NA,NA,NA,NA,NA,NA,NA,85,NA,NA
ANT,2010-06-15,8.7,1,11.1,0,124.1,29,68,0,NA,NA,NA,NA,NA,NA,NA,71,NA,NA
ANT,2010-07-15,10.9,3.1,14.5,0,113,23,67.6,0,NA,NA,NA,NA,NA,NA,NA,63,NA,NA
ANT,2010-08-15,9.9,1.4,12,0,186,30,71.9,0,NA,NA,NA,NA,NA,NA,NA,74,NA,NA
ANT,2010-09-15,7.5,-0.4,8.1,0,96.4,24,71.9,0,NA,NA,NA,NA,NA,NA,NA,65,NA,NA
ANT,2010-10-15,5.8,-8.3,4.4,57,112.4,21,69.3,4,NA,NA,NA,NA,NA,NA,NA,62,NA,NA
ANT,2010-11-15,4.6,-17.3,-0.1,143,182.4,30,72.7,21,NA,NA,NA,NA,NA,NA,NA,76,NA,NA
ANT,2010-12-15,3.1,-20,-5.6,155,111,27,73.6,44,NA,NA,NA,NA,NA,NA,NA,70,NA,NA
ANT,2011-01-15,3.4,-18.6,-4.4,34,43.7,40,71,44,NA,NA,NA,NA,NA,NA,NA,53,NA,NA
ANT,2011-02-15,3.5,-12.9,-2.5,43,37.4,30,68,48,NA,NA,NA,NA,NA,NA,NA,51,NA,NA
ANT,2011-03-15,4.3,-9.9,1.2,16,38.9,25,66.2,38,NA,NA,NA,NA,NA,NA,NA,50,NA,NA
ANT,2011-04-15,5.7,-4,6.7,16,28.2,23,62.3,1,NA,NA,NA,NA,NA,NA,NA,56,NA,NA
ANT,2011-05-15,7.6,-2,9.7,0,95.3,22,65.7,0,NA,NA,NA,NA,NA,NA,NA,60,NA,NA
ANT,2011-06-15,9.2,2,11.3,0,121.4,30,72.6,0,NA,NA,NA,NA,NA,NA,NA,75,NA,NA
ANT,2011-07-15,8.8,3.3,11.3,0,145.6,30,68.1,0,NA,NA,NA,NA,NA,NA,NA,71,NA,NA
ANT,2011-08-15,10.1,-3,14.2,0,102.3,26,65,0,NA,NA,NA,NA,NA,NA,NA,55,NA,NA
ANT,2011-09-15,9.4,1.2,11.1,0,96.2,26,73.6,0,NA,NA,NA,NA,NA,NA,NA,53,NA,NA
ANT,2011-10-15,5.7,-6.3,4.6,44,111.6,23,66.5,2,NA,NA,NA,NA,NA,NA,NA,36,NA,NA
ANT,2011-11-15,4.3,-6.8,1.7,0,24.4,21,61.2,0,NA,NA,NA,NA,NA,NA,NA,34,NA,NA
ANT,2011-12-15,4,-14.3,-2.3,346,316.1,23,75.5,62,NA,NA,NA,NA,NA,NA,NA,73,NA,NA
ANT,2012-01-15,3.5,-17.1,-4.5,245,238.6,43,75.7,172,NA,NA,NA,NA,NA,NA,NA,63,NA,NA
ANT,2012-02-15,2.4,-27.3,-9.5,46,52.5,34,69.3,188,NA,NA,NA,NA,NA,NA,NA,55,NA,NA
ANT,2012-03-15,4.1,-12.5,1,98,70,28,65.6,170,NA,NA,NA,NA,NA,NA,NA,43,NA,NA
ANT,2012-04-15,5.1,-10.1,3.3,65,178.6,28,68.4,84,NA,NA,NA,NA,NA,NA,NA,80,NA,NA
ANT,2012-05-15,7.1,-5.7,8.5,18,103,20,63.2,2,NA,NA,NA,NA,NA,NA,NA,65,NA,NA
ANT,2012-06-15,10.9,2.2,12.6,0,149.3,34,75.1,0,NA,NA,NA,NA,NA,NA,NA,69,NA,NA
ANT,2012-07-15,12.6,0.7,12.9,0,126.9,39,85,0,NA,NA,NA,NA,NA,NA,NA,64,NA,NA
ANT,2012-08-15,13.3,4,14.5,0,156.9,32,82.1,0,NA,NA,NA,NA,NA,NA,NA,53,NA,NA
ANT,2012-09-15,9.5,-1,9.4,0,128.1,24,82.5,0,NA,NA,NA,NA,NA,NA,NA,55,NA,NA
ANT,2012-10-15,7.7,-10,5.8,51,149,31,81.2,3,NA,NA,NA,NA,NA,NA,NA,61,NA,NA
ANT,2012-11-15,5.5,-8.3,1.2,51,145.9,45,81.2,3,NA,NA,NA,NA,NA,NA,NA,58,NA,NA
ANT,2012-12-15,4.2,-20,-3.6,236,197.9,39,84.6,78,NA,NA,NA,NA,NA,NA,NA,74,NA,NA
ANT,2013-01-15,3.8,-19.1,-4.9,94,78.1,43,82.7,90,NA,NA,NA,NA,NA,NA,NA,60,NA,NA
ANT,2013-02-15,3.3,-21.4,-6.5,145,99.7,50,82.8,125,NA,NA,NA,NA,NA,NA,NA,68,NA,NA
ANT,2013-03-15,4.6,-15,-0.9,42,31.1,35,79.9,96,NA,NA,NA,NA,NA,NA,NA,66,NA,NA
ANT,2013-04-15,6.4,-11.3,4.2,86,170.5,32,79.9,48,NA,NA,NA,NA,NA,NA,NA,66,NA,NA
ANT,2013-05-15,8.2,-2.5,6.3,25,273.7,38,85.4,1,NA,NA,NA,NA,NA,NA,NA,83,NA,NA
ANT,2013-06-15,10.2,1.4,10.6,0,97,40,80.7,0,NA,NA,NA,NA,NA,NA,NA,66,NA,NA
ANT,2013-07-15,13.1,4,14.8,0,116.3,40,78.3,0,NA,NA,NA,NA,NA,NA,NA,51,NA,NA
ANT,2013-08-15,12.1,3.1,13.1,0,234.3,36,82.2,0,NA,NA,NA,NA,NA,NA,NA,58,NA,NA
ANT,2013-09-15,9.9,0.3,9.7,0,117.8,29,84,0,NA,NA,NA,NA,NA,NA,NA,64,NA,NA
ANT,2013-10-15,8.6,-2,7.6,32,113.5,36,81.3,2,NA,NA,NA,NA,NA,NA,NA,72,NA,NA
ANT,2013-11-15,4.9,-19.5,-1.6,113,155.9,33.6,83.5,20,NA,NA,NA,NA,NA,NA,NA,65,NA,NA
ANT,2013-12-15,3.1,-22.9,-4.9,70,74.8,19,68.7,36,8.26,47,860.6,9.3,82.3,67,3.3,34,-21.5,NA
ANT,2014-01-15,3.8,-22.5,-1.6,69,30,21,68.7,63,4.62,59,849.6,9.3,58.1,36,4.1,63,-25.6,NA
ANT,2014-02-15,3.9,-16.2,-1.5,160,67,25.3,71.1,106,3.95,99,849.7,5,69.2,37,4.7,69,-3.2,NA
ANT,2014-03-15,4.1,-17.9,-0.5,76,35.9,23.9,69.9,97,7.87,189,855.2,11.1,169.1,63,3,52,-10,NA
ANT,2014-04-15,6,-6.8,4.6,25,90.7,14.3,71.5,14,8.41,221,853.9,15.1,156.1,51,3.3,67,-9.8,NA
ANT,2014-05-15,7.1,-4.4,6.6,19,141.3,18.6,74.3,1,15.24,224,856.3,17.7,124.3,35,4.3,75,-8.7,NA
ANT,2014-06-15,9.8,-0.9,11.3,0,74.2,25.1,75,0,71.55,268,858.7,25.7,206.2,56,3.3,66,-2.9,NA
ANT,2014-07-15,11.3,0.2,12.2,0,140.9,27,81,0,61.76,195,857.5,25.6,120.4,33,3.5,78,-0.7,NA
ANT,2014-08-15,10.6,0.1,10.8,0,131.7,43.1,82,0,49.63,188,857.4,21.4,123.2,38,3.3,82,-2.1,NA
ANT,2014-09-15,9.4,-2.3,9.7,0,38.4,20.2,78.6,0,41.56,158,859.4,19.8,134.1,48,3.3,68,-4.6,NA
ANT,2014-10-15,7.8,-9.9,6.8,31,98.8,30,77.3,2,18.04,98,859.1,19.4,105.7,48,3.2,61,-11.9,NA
ANT,2014-11-15,6,-10.4,3.3,95,314.1,31.7,77.4,11,7.41,59,852.8,15.9,63.8,37,3.9,69,-16,NA
ANT,2014-12-15,4.4,-15.7,-1.6,72,30,32.4,79.4,5,3.42,39,856.8,9,25.2,21,3.4,77,-19.6,NA
ANT,2015-01-15,3.6,-19.9,-3.5,128,90.5,9.1,73,34,4.01,55,854.9,11.8,56.7,35,3.9,66,-22.8,NA
ANT,2015-02-15,2.9,-22.1,-6.1,88,26.8,18.9,72.3,67,4.1,103,851.9,6.4,77.8,42,3.1,61,-27,NA
ANT,2015-03-15,4.4,-17.3,-0.2,64,89.6,20.4,71.9,53,5.49,163,857.1,13.4,118.5,44,3.7,66,-8.7,NA
ANT,2015-04-15,5.2,-19.2,3.1,69,38.8,16.6,68.4,17,10.57,238,858.7,15.3,180.1,58,3.4,62,-9.9,NA
ANT,2015-05-15,7.9,-3.2,7.6,35,151.5,19.8,76.6,1,17.3,224,857.4,21.6,145.2,41,3.8,81,-6,NA
ANT,2015-06-15,10.4,2.1,12.1,0,86.4,27.2,75.2,0,69.8,264,860.8,24.3,196.9,54,3.5,67,-1,NA
ANT,2015-07-15,12.5,1.4,15.4,0,50.1,23.1,72.8,0,128.97,287,860.7,29.2,265.4,73,3.3,51,-1.6,NA
ANT,2015-08-15,11.7,2.5,14,0,102.2,21,75.4,0,93.95,213,860,27.4,189.1,58,3.2,61,-0.8,NA
ANT,2015-09-15,8.5,-3.1,7.6,0,141,33.2,81.2,0,32.29,139,858.1,18,109.5,39,3.8,74,-6.4,NA
ANT,2015-10-15,6.6,-6.7,5.1,17,73.9,19.1,76.1,0,19.67,105,857,16.8,102.5,47,3.4,65,-10.6,NA
ANT,2015-11-15,4.8,-21.5,0.8,64,54.6,10.6,72.3,8,14.66,77,860.4,20.3,123,71,2.5,43,-14.9,NA
ANT,2015-12-15,3.8,-16,-2.5,4,6.1,21.9,73.2,16,7.71,50,866.7,11,99,81,1.9,29,-11.8,NA
ANT,2016-01-15,3.7,-23,-3.9,86,70.2,16.5,74.8,36,3.59,56,853,7.3,57.6,36,2.8,66,-25.6,NA
ANT,2016-02-15,4.2,-20.4,-1.4,160,77.8,24.5,75.2,67,3.01,92,851,10.5,52.6,27,4.2,80,-8,NA
ANT,2016-03-15,3.8,-20.8,-2.6,73,29.7,21.6,71.6,81,5.91,179,851.3,8.3,137.6,52,3.5,60,-17.8,NA
ANT,2016-04-15,5.7,-9.8,3.7,93,90.1,14.5,72.2,7,6.33,191,852.4,14.4,96.2,31,4.4,80,-17.2,NA
ANT,2016-05-15,7.2,-3.3,6.8,9,107,34.6,73.2,1,16.43,221,854.6,18.8,115,33,4.3,78,-7.8,NA
ANT,2016-06-15,10.3,-0.4,10.8,2,118.3,26.7,80.1,0,52.72,242,857.1,27.2,135.4,37,3,75,-1.7,NA
ANT,2016-07-15,11.8,1,13.2,0,77.3,29.1,78.4,0,91.92,259,861.2,24.8,208.3,57,3.4,62,-1.7,NA
ANT,2016-08-15,11.3,2.3,12.6,0,63.6,27.1,78.3,0,84.05,226,862.5,24.2,201.5,62,3.2,55,-0.3,NA
ANT,2016-09-15,10,-0.5,10.8,0,79.6,35.3,78.8,0,58.4,184,861.1,21.1,190.6,68,3.2,55,-2.7,NA
ANT,2016-10-15,6.4,-6.3,4,0,41.5,20.8,78.1,0,20.09,106,859.1,16.3,117.1,53,3.4,62,-9.5,NA
ANT,2016-11-15,5.2,-15.7,0.5,80,50.2,25.2,78.8,11,7.92,63,854.6,14.5,77.8,45,3.7,74,-16.2,NA
ANT,2016-12-15,3.5,-13.5,-3.3,0,1.5,18.8,72.3,0,8.4,47,865.6,9.6,108.1,88,2.1,27,-17.7,NA
ANT,2017-01-15,2.6,-24,-7.5,120,35.2,21.3,71.8,39,5.18,62,856.5,6.7,94.4,58,3.4,NA,-27.9,NA
ANT,2017-02-15,4.1,-21.5,-1.1,58,20.3,21.3,72,46,4.17,103,855.7,9.8,84.6,45,3.8,NA,-20.1,NA
