stn,time,vapor_pressure,t2m_min,t2m_mean,new_snow,precipitation,relative_humidity_min,relative_humidity_mean,snow_depth,evapotranspiration,global_radiation,pressure,t2m_max,sunshine_absolute,sunshine-relative,wind_speed,cloud_cover,t005m_mean,soil_temperature
SIA,2015-08-15,11.4,1.9,12.4,0,103.9,33.8,79.7,0,82.75,224,823.2,23.4,201.6,56,3.2,NA,-0.9,NA
SIA,2015-09-15,7.8,-2,6.7,4,186.9,17.5,79.4,0,47.58,160,820.3,17,145,48,4,NA,-5.9,NA
SIA,2015-10-15,6.1,-5.2,3.4,21,91.2,24.2,77.7,1,24.87,124,819.2,12.9,142.1,56,3,NA,-8.1,NA
SIA,2015-11-15,4,-12.9,1,2,1.5,12,60,0,21.86,89,821.7,16.5,151.3,75,2.5,NA,-17.1,NA
SIA,2015-12-15,3.5,-9.8,-1.7,0,2.3,16.7,64.9,0,12.68,65,828.3,8.6,141.8,78,1.8,NA,-15.8,NA
SIA,2016-01-15,3.2,-23,-6,52,49.6,25.5,76.6,21,4.32,69,814.2,7.2,89.8,45,2.4,NA,NA,NA
SIA,2016-02-15,3.7,-20.6,-3.7,95,56.2,22,77.9,40,3.48,107,812.4,10.9,82.6,37,3.6,NA,-23.2,NA
SIA,2016-03-15,3.2,-18.7,-3.7,71,53.6,22.3,68.4,47,7.81,189,812.4,6.4,166.5,57,3.4,NA,-17.9,NA
SIA,2016-04-15,5.3,-9.4,1.9,48,113.6,21,74,2,7.55,210,814.3,11.4,130.2,38,4,NA,-11,NA
SIA,2016-05-15,6.3,-3.6,4.9,NA,130.1,31,71.4,NA,21.92,243,816.7,15.8,164.9,44,3.5,NA,-9.2,NA
SIA,2016-06-15,9.2,-0.2,9.5,NA,155.6,34.6,77.5,NA,60.63,255,819.6,22.8,157.5,42,3.2,NA,-3.7,NA
SIA,2016-07-15,10.3,0.8,12.2,NA,126.2,24.6,73,NA,122.95,269,823.9,23.9,226.3,60,3.2,NA,-1.9,NA
SIA,2016-08-15,10.3,0.7,11.6,NA,96.5,24.1,75.2,NA,105.61,247,825,22.5,228.6,63,3.2,NA,-1.9,NA
SIA,2016-09-15,9,-0.1,9.4,NA,19.4,35.1,76.6,NA,63.67,193,823.7,19.8,200.3,67,3,NA,-4.2,NA
SIA,2016-10-15,5.6,-6.5,2.9,5,64.5,14,74,0,30.43,118,820.8,15.6,135.6,53,2.9,NA,-11.3,NA
SIA,2016-11-15,4.6,-15,-1.2,26,73.8,23.6,78,5,10.23,71,816.4,12.4,80.6,40,3.1,NA,-13.6,NA
SIA,2016-12-15,2.9,-11.9,-2.9,0,0.5,18.9,59.2,0,15.03,69,826.6,8.2,149.7,82,2.1,NA,-17.3,NA
SIA,2017-01-15,2.1,-19.4,-9.4,28,16.2,20.8,67.2,6,7.62,79,817,3.2,133.7,67,2.8,NA,-22.6,NA
SIA,2017-02-15,3.5,-20.1,-4,80,45.8,17.7,74.8,30,4.75,111,817.2,7.2,106.5,49,2.9,NA,-21.8,NA
SIA,2017-03-15,4.3,-14,0.5,30,31.6,14.1,67.7,31,8.86,188,818.2,11.9,176,60,3.1,NA,-19.5,NA
SIA,2017-04-15,4.3,-13.2,1.9,29,55.2,10.5,62.2,2,13.75,244,818.1,14.7,207.6,61,3.5,NA,-12.4,NA
SIA,2017-05-15,6.9,-8.1,6.7,34,63.8,21.9,71,2,30.81,274,820.2,19.1,213.8,57,3.4,NA,-7.8,NA
SIA,2017-06-15,10,-2.4,11.7,0,195.7,21.8,73.5,0,87.24,277,821.8,23.7,227.3,61,3.3,NA,-7,NA
SIA,2017-07-15,10.2,0.2,12.1,0,94.7,27.1,73.1,0,110.96,268,822.6,23.3,218.6,58,3.3,NA,-2,NA
SIA,2017-08-15,10.9,-0.1,12.6,0,146.2,19,75,0,103.08,235,824.4,23.9,225.9,63,3.3,NA,-2,NA
SIA,2017-09-15,7.2,-4,5.8,2,120.9,28.2,77.8,0,45.49,158,819.4,16.4,129,43,3.2,NA,-8.1,NA
SIA,2017-10-15,5.2,-5.8,4.7,0,13.9,12.9,61.9,0,45.9,134,823.5,17.7,179.2,70,3,NA,-10.6,NA
SIA,2017-11-15,3.8,-13.9,-2.2,20,39.4,20,71.4,4,13.06,82,816,11.5,102.8,51,3.3,NA,-17.3,NA
SIA,2017-12-15,3,-18.8,-6.2,111,121.2,34,73.3,34,7.74,59,815,2.1,89.1,49,3.3,NA,-18.8,NA
SIA,2018-01-15,3.5,-21.3,-4.7,78,82,29.2,79,76,3.81,71,816,5.9,85.6,43,3,NA,-7.2,NA
SIA,2018-02-15,2.3,-27.1,-9.3,20,16.5,20.2,71.3,78,5.65,125,809.4,7.3,124.1,57,2.9,NA,-29.6,NA
SIA,2018-03-15,3.6,-20.1,-3.8,96,80.8,18.8,76,89,5.47,168,805.3,4.1,116,40,3.1,NA,-23.8,NA
SIA,2018-04-15,5.4,-13,2.4,72,100.2,23.5,76.2,67,8.95,241,818.1,13.9,189.7,56,2.9,NA,-14.4,NA
SIA,2018-05-15,8,-1.7,7.4,0,83,33.9,78.4,0,15.53,236,818.6,18.5,142,38,3,NA,-1.9,NA
SIA,2018-06-15,9.1,-0.9,11.1,0,26.7,23.7,70,0,102.88,293,820.7,23,236.4,63,3.3,NA,-4.9,NA
SIA,2018-07-15,10.2,2.9,13,0,81.6,17,70.4,0,127.73,280,822.1,24,232.1,61,3,NA,-0.9,NA
SIA,2018-08-15,11.2,1.1,12.7,0,118.4,27,77,0,92.14,229,823.8,24,209.3,58,3,NA,-1.3,NA
SIA,2018-09-15,9.1,-2.1,9.7,0,37.2,17.9,76,0,68.14,203,824.9,20.6,217.8,72,3.1,NA,-4.2,NA
SIA,2018-10-15,6.8,-4.4,5.4,67,254.3,13.9,76.2,5,29.83,119,820.6,16.3,156,61,3.8,NA,-6.8,NA
SIA,2018-11-15,5.1,-13,-0.3,26,55.2,27,82,15,6.83,71,817.9,8.8,65.5,32,3,NA,NA,NA
SIA,2018-12-15,3.3,-19.1,-4.7,53,53.6,29.4,71.5,29,8.65,62,819.3,6.8,105.5,58,2.6,NA,-27.4,NA
SIA,2019-01-15,2.3,-20.2,-8,47,38.3,21.6,65.6,39,7.19,78,811.2,3.3,115.7,58,3.3,NA,-23.2,NA
SIA,2019-02-15,2.8,-22,-4.4,88,63.2,16.6,64,81,8.28,132,821.6,10.2,164.2,76,2.8,NA,-19.6,NA
SIA,2019-03-15,3.3,-15,-2.3,53,60.4,13.6,63.3,73,10.3,196,818.7,10.7,195.6,67,3.1,NA,-17.8,NA
SIA,2019-04-15,4.9,-8,1,101,139.2,26.7,75.9,53,6.7,213,814.6,9.8,123.2,36,3.2,NA,-9.1,NA
SIA,2019-05-15,5.5,-8.1,3.5,8,66.5,16,70.7,0,20.9,244,815.1,15.3,136.3,36,3.7,NA,-9.4,NA
SIA,2019-06-15,9.9,1.1,12.4,0,102.5,16.9,71,0,105.06,306,823,27.8,264.9,71,3.4,NA,-1.7,NA
SIA,2019-07-15,10.5,0.6,13,0,89.1,20.4,71.7,0,120.79,268,821.6,24.9,222.1,59,2.9,NA,-1.3,NA
SIA,2019-08-15,11.4,2.2,12.3,0,158.3,33.1,80,0,80.34,228,823.9,20.5,201,56,3.3,NA,-0.9,NA
SIA,2019-09-15,8.5,-0.3,8.3,2,82,21.3,78.3,0,61.03,191,823,21,190.6,63,2.9,NA,-2,NA
SIA,2019-10-15,7.2,-4.3,5.2,0,135.7,27.8,81,0,23.82,117,820.5,14.4,132.2,52,3.3,NA,-7.5,NA
SIA,2019-11-15,4.8,-17.9,-1.7,220,213.6,40.2,86.7,44,5.18,64,808.8,6.4,55.5,27,2.7,NA,-14.6,NA
SIA,2019-12-15,3.7,-14.2,-3.3,61,70.3,19,73.5,61,7.97,59,816,5.4,87.9,48,3.1,NA,-17,NA
SIA,2020-01-15,2.7,-17.9,-5.8,13,9.5,26.9,66.9,58,8.22,81,823.6,7.6,144.3,73,2.1,NA,-20.4,NA
SIA,2020-02-15,3.2,-17.1,-3.3,17,22.3,23,63.9,53,6.93,122,818.7,10.3,127.9,57,3.5,NA,-18,NA
SIA,2020-03-15,3.7,-14.3,-2.5,67,55.3,17.7,72.6,69,7.06,190,815.7,9.5,173,59,3.1,NA,-19.5,NA
SIA,2020-04-15,5,-13.9,2.7,2,24.6,12.8,67.6,22,12.96,258,819,13.7,242,71,2.5,NA,-16.7,NA
SIA,2020-05-15,6.7,-3.5,7,0,63.5,15.4,68.1,0,32.15,264,820.6,17.6,205.2,55,3.5,NA,-6,NA
SIA,2020-06-15,8.9,-0.1,9.2,1,144.7,23.2,77.1,0,57.77,251,818.5,21.1,160.5,43,3.5,NA,-3,NA
SIA,2020-07-15,10.4,1.7,12.6,0,75.5,18.7,72.6,0,126.98,289,823,23.8,248.4,66,3.2,NA,-1.1,NA
SIA,2020-08-15,11.1,1.5,12.2,0,193,30.4,78.9,0,84.39,220,821.6,24.5,196,54,3.1,NA,-1.1,NA
SIA,2020-09-15,9.2,-6.5,8.7,9,68.1,23.5,80.5,0,53.55,189,821.7,20.4,185.1,61,2.9,NA,-10,NA
SIA,2020-10-15,5.7,-6.9,2.2,37,178.7,22.7,78.7,3,22.56,118,817,12,131.3,51,3.4,NA,-9.8,NA
SIA,2020-11-15,4.4,-9,0.2,3,6.3,23.9,70.2,2,17.44,94,824.4,11.5,171.8,85,2.2,NA,-13.6,NA
SIA,2020-12-15,3.7,-18.7,-5.1,184,134.5,24.4,83,68,4.05,50,810.1,3.1,56.4,31,3,NA,-20.9,NA
SIA,2021-01-15,2.7,-20.9,-8.4,120,88.8,14.2,75.6,86,4.64,71,809.6,2.3,82.2,42,2.6,NA,-25.4,NA
SIA,2021-02-15,3.6,-25.1,-4.5,68,52.2,19.7,77.2,121,5.25,131,818.5,8.6,148.2,68,2.6,NA,-30.3,NA
SIA,2021-03-15,2.9,-17.8,-3.7,8,7.7,15.6,62.9,101,10.14,201,819.4,12,198,68,2.8,NA,-20,NA
SIA,2021-04-15,3.9,-15.4,-1.2,14,28.7,16.9,67.4,55,11.63,248,816.6,11.6,196.2,58,3,NA,-16.2,NA
SIA,2021-05-15,5.5,-5.4,3.9,16,114.4,26.6,69,2,27.33,254,816.4,14.6,164.5,44,3.5,NA,-8.6,NA
SIA,2021-06-15,9.7,-1.3,11.5,0,44.7,19.7,72.6,0,85.07,290,823.2,22.6,215.8,58,3.4,NA,-5.8,NA
SIA,2021-07-15,10.5,2.5,11.8,0,196.2,20.5,76.8,0,91.8,236,821.4,21.6,183,48,3.3,NA,-1.3,NA
SIA,2021-08-15,9.8,0.4,10.7,0,151.2,24,76.3,0,95.71,240,821.7,22.1,214.3,59,2.9,NA,-1.4,NA
SIA,2021-09-15,9.1,-1.4,9.1,0,70.9,18.1,79.5,0,58.29,193,823.9,18.1,197.1,65,2.9,NA,-4.7,NA
SIA,2021-10-15,5.5,-5.7,3.2,0,41.3,13.5,70.7,0,34.06,126,822,13.1,153.6,60,3.5,NA,-10.4,NA
SIA,2021-11-15,4.4,-14.2,-2.1,122,117.7,32.7,81.5,31,9.14,78,815.7,8.3,99.2,49,2.3,NA,-7.8,NA
SIA,2021-12-15,3.1,-17.4,-4.8,33,29.4,26.1,70.2,41,9.37,64,815.3,9.1,104.6,57,2.6,NA,-21.1,NA
SIA,2022-01-15,2.5,-19.8,-5.5,7,9.8,18.2,61.2,40,8.85,81,821.6,6.6,139.6,70,3.3,NA,-23.1,NA
SIA,2022-02-15,2.7,-22.3,-5.4,43,40.7,17.7,64,52,7.31,126,819,8.4,138.4,64,3.1,NA,-22.9,NA
SIA,2022-03-15,3.3,-18.2,-3.1,9,5.6,13.7,65.4,39,10.66,194,821.2,9.5,214.2,74,2.5,NA,-20.9,NA
SIA,2022-04-15,4.5,-12.5,1.2,16,40.9,19.1,68.2,8,11.62,248,814.1,13.3,203.7,60,3.1,NA,-13.8,NA
SIA,2022-05-15,8.2,-1.8,8.6,0,50.6,27.9,75,0,20.75,252,821.8,20.6,186.1,50,3.1,NA,-4.9,NA
SIA,2022-06-15,10.3,1.5,12,0,108.8,16.4,74.9,0,84.46,273,823.1,21.6,226.9,61,3.4,NA,-1.9,NA
SIA,2022-07-15,10.3,2.7,14.3,0,66.8,20.4,65.2,0,174.34,307,825.7,24.9,283.9,75,3.3,NA,-0.1,NA
SIA,2022-08-15,10.6,1.7,13,0,62.6,21.2,72.8,0,122.42,255,822.6,23.8,243.7,68,3.1,NA,-0.4,NA
SIA,2022-09-15,8,-3.9,7.4,0,99.6,14.8,76.1,0,58.51,178,818.4,20.5,160.3,53,3.1,NA,-7.5,NA
SIA,2022-10-15,7.5,-1.7,6.8,0,130.2,27,77.6,0,30.19,123,825.8,17.8,163,64,2.7,NA,-5.3,NA
SIA,2022-11-15,4.6,-10.3,-0.4,22,44.3,27.6,76.6,3,11.51,77,817.2,11.2,111.2,55,2.6,NA,-11.9,NA
SIA,2022-12-15,3.8,-21.6,-4.3,58,38.3,34.1,80.2,20,5.73,56,815.1,5.8,81.2,44,2.3,NA,-25.1,NA
SIA,2023-01-15,3.1,-16.6,-5.2,31,17.1,19.2,70.1,20,6.24,72,815.7,6.6,107.3,54,3.3,NA,-19.6,NA
SIA,2023-02-15,3,-18.3,-3.3,2,1.3,15.2,62.7,12,8.12,127,822.9,10.1,163.1,75,2.7,NA,-21.4,NA
SIA,2023-03-15,4.2,-10.8,-0.7,29,49.2,13.7,71.3,10,7.01,174,813.7,9.7,152.9,53,3.1,NA,-13.1,NA
SIA,2023-04-15,4.4,-9.7,1.2,56,72.9,15,66.3,3,10.63,231,814.9,13.4,166.1,49,3.2,NA,-11.2,NA
SIA,2023-05-15,7.6,-0.9,6.8,0,77,30.5,77.1,0,16.46,241,819.3,17.8,141.9,38,3.5,NA,-2.9,NA
SIA,2023-06-15,9.7,1.6,11.5,0,61.4,23.7,73,0,84.73,281,821.6,22.7,212.2,57,3.2,NA,-2,NA
SIA,2023-07-15,11.2,0.1,13.1,0,117.8,27.3,75.4,0,106.92,272,822.6,24.8,223.4,59,3.4,NA,-2.5,NA
SIA,2023-08-15,10.8,0.1,12.6,0,178.8,25.9,74,0,94.55,227,822.2,26.2,189.5,53,3.1,NA,-2,NA
SIA,2023-09-15,10.3,-1.4,10.5,0,97.5,26.7,82,0,54.86,188,824.5,23.8,205.2,68,3,NA,-3.6,NA
SIA,2023-10-15,7.3,-4.8,6.4,4,227.9,14.3,77.8,0,31.78,117,819.1,19.1,152,59,3.1,NA,-9.3,NA
SIA,2023-11-15,4.1,-14.8,-1.5,61,76.3,22.2,72.6,11,10.77,77,811.5,9.3,83.1,41,3.2,NA,-18.9,NA
SIA,2023-12-15,3.8,-17.1,-3,84,119.5,12.3,76.2,38,6.52,55,817.1,7.6,78.2,43,2.7,NA,-20.6,NA
SIA,2024-01-15,3.1,-21.7,-4.9,68,39.1,15.8,69.3,59,6.7,74,817.9,10.3,117.4,59,2.6,NA,-23.2,NA
SIO,2000-01-15,4.4,-10.3,-2.2,1,19.9,NA,82.4,5,3.21,57,968.3,8.7,102,62,1.4,41,-10.3,0.3
SIO,2000-02-15,5.9,-4.1,3.5,7,56.5,NA,76.3,0,8.44,87,967.3,17.1,113.7,49,1.5,58,-8.8,1
SIO,2000-03-15,6.4,-2.4,7.1,0,21.8,NA,65.5,0,36.78,153,962.7,19.5,188.7,60,2.3,53,-7.4,7
SIO,2000-04-15,7.8,0.4,11.2,0,35.4,NA,61.1,0,62.86,191,952.1,26.1,176.5,50,2.9,63,-4.5,10.9
SIO,2000-05-15,11.3,5.2,16.8,0,13.1,NA,61.2,0,94.96,241,959.3,28.4,224.3,55,2.7,58,-0.8,17
SIO,2000-06-15,13.5,8.3,20,0,24.5,NA,60.2,0,132.04,284,962.5,30.9,281.6,68,3,43,1.9,19
SIO,2000-07-15,13.5,6.9,17.8,0,89.8,NA,67.9,0,97.11,236,957.7,34.2,213.6,51,2.6,62,0.8,19
SIO,2000-08-15,14.8,10,19.8,0,34,NA,67.2,0,98.18,215,961.6,34,240.9,63,2,46,6.1,20
SIO,2000-09-15,12.2,5.9,16.2,0,37.5,NA,68.1,0,70.32,188,958.8,27.8,241.4,75,2.3,42,0.4,16.7
SIO,2000-10-15,10,0.6,10.2,0,115.5,NA,81.1,0,20.48,98,959.7,21,120.5,45,1.6,62,-4,11.9
SIO,2000-11-15,7.1,-2.4,5.5,1,57.2,NA,79.1,0,9.69,56,954.7,16.4,65,35,1.5,70,-7,7
SIO,2000-12-15,6.2,-6.8,3.4,0,10.6,NA,78,0,5.06,41,957.5,16.6,52.5,41,1.6,56,-11.7,3.6
SIO,2001-01-15,5.6,-6.3,1.9,2,89.6,NA,79.2,0,3.23,51,957.6,10.5,75.7,46,1.6,67,-10.4,1.7
SIO,2001-02-15,5.2,-7.3,3.7,10,19.8,NA,66.1,0,10.32,100,961.4,16.6,126.2,57,2.2,52,-11.7,3
SIO,2001-03-15,7.9,-1.4,8.6,16,152.1,NA,72.7,1,20.92,117,952,22.4,92.1,29,2,84,-6,7.7
SIO,2001-04-15,7.3,-0.2,8.6,0,60.1,NA,66.5,0,56.17,193,957,22.6,164.5,46,2.8,69,-5.7,10.2
SIO,2001-05-15,12,4.7,16.9,0,23.5,NA,64.3,0,93.73,254,958.1,31.4,238,58,2.6,60,-0.5,17
SIO,2001-06-15,12.6,2.6,17,0,101.2,NA,66.6,0,116.5,274,960.7,30.4,267.3,64,2.4,49,-1.9,18.7
SIO,2001-07-15,15.1,7.8,19.9,0,59.9,NA,66.6,0,109.37,258,959,31.9,252.6,60,2.3,54,3.4,20.7
SIO,2001-08-15,16,9.3,20.1,0,59.9,NA,69.9,0,93.69,225,960.8,32.4,257.5,67,2.1,47,5.2,21.1
SIO,2001-09-15,10.7,3.3,12.8,0,39.9,NA,73.8,0,48.27,167,958.7,23.4,173.8,54,2.2,65,-1.1,15.6
SIO,2001-10-15,11,2.8,13.1,0,8.8,NA,74.4,0,34.81,128,963.4,25.8,205,76,1.7,37,-2.8,13.5
SIO,2001-11-15,6.1,-6.2,3,0,17.8,NA,80.1,0,10.5,62,964.1,14.6,88.9,48,1.4,55,-10.8,5.7
SIO,2001-12-15,4.6,-12.2,-1.7,5,17.3,NA,77.1,0,6.39,42,964.7,12.1,76.9,61,1.5,48,-17.9,1.9
SIO,2002-01-15,4.5,-11.1,-1.1,0,14.2,NA,77.8,0,4.26,61,969.8,15.3,119.8,73,1.5,33,-15.2,-0.6
SIO,2002-02-15,6.3,-4.8,5.1,2,51.3,NA,72.4,0,6.16,82,961.4,18.4,85.9,39,1.9,70,-8.8,0.9
SIO,2002-03-15,6.4,-1.3,8.6,0,49.7,NA,59.5,0,47.54,159,960.8,21.6,198.5,63,2.1,53,-7.8,7.1
SIO,2002-04-15,7.2,1.5,11.2,0,24.7,NA,56.9,0,79,208,956.3,24.6,204.7,58,2.5,59,-5.4,10.3
SIO,2002-05-15,10.2,3.6,14,0,87.6,NA,66.9,0,83.78,228,957.7,29.8,201.9,49,2.5,65,-1.6,14.7
SIO,2002-06-15,14.3,7,20.3,0,59.1,NA,62,0,128.1,277,959.7,33.7,276.6,66,2.6,50,1.9,19.7
SIO,2002-07-15,15,9.4,19.5,0,64.4,NA,68,0,105.57,250,958.6,31.5,243.9,58,2.5,52,4.4,20
SIO,2002-08-15,15.3,9.2,18.5,0,65.8,NA,73.7,0,70.47,203,958.4,29.2,201.5,53,2.1,62,6.6,19.7
SIO,2002-09-15,12.6,4.4,14.7,0,32.2,NA,74.7,0,46.13,168,959.8,26.2,185.3,58,2.2,58,-0.9,17
SIO,2002-10-15,9.5,0.8,10.4,0,52.6,NA,75.8,0,27.49,101,958.9,23.3,140.8,52,1.7,59,-4.6,11.9
SIO,2002-11-15,8,0.3,6.4,0,137.4,NA,83.4,0,8.47,51,955,15.7,69.5,37,1.5,70,-5.1,7.3
SIO,2002-12-15,6.6,-4,3.3,0,50.7,NA,84.2,0,4.08,39,959.3,11.1,47.3,37,1.4,70,-8.8,3.9
SIO,2003-01-15,5,-9,0.3,5,46.3,NA,78.3,0,3.34,53,959.4,10.1,78.2,48,1.7,56,-13.3,1.4
SIO,2003-02-15,3.8,-9.8,-0.7,4,18.6,NA,68.1,2,13.24,117,962.5,14.9,169.2,76,1.9,39,-17.3,0.6
SIO,2003-03-15,6.2,-2.1,8.2,0,7,NA,59.4,0,55.21,179,964.7,21.2,257.5,82,2.1,34,-7.6,6.4
SIO,2003-04-15,7.2,-1.7,11.3,0,27.5,NA,55.4,0,87.1,219,957.6,25,227.1,64,2.6,53,-10.5,10.9
SIO,2003-05-15,11.2,2.9,16.3,0,27.1,NA,62.9,0,89.32,244,961.3,30.2,218.1,53,2.6,65,-3.1,16.7
SIO,2003-06-15,15.7,12.6,23.1,0,66.6,NA,58.5,0,144.1,297,959.9,34.9,308.7,74,2.4,49,8.5,23.2
SIO,2003-07-15,14.6,11.5,21.9,0,39.8,NA,57.9,0,152.35,278,959.6,34.9,297.5,71,2.7,47,6.6,22.4
SIO,2003-08-15,15.9,9.7,22.5,0,75.5,NA,62,0,125.98,235,961,37.2,282.4,74,2,41,6.5,21.8
SIO,2003-09-15,12.1,6.4,15.6,0,12.5,NA,70.1,0,65.53,183,962.8,26.7,234.2,73,2.3,43,1.1,16.7
SIO,2003-10-15,8.4,-3.4,8.3,0,69.1,NA,75.6,0,29.03,110,956.3,23.7,162.6,60,2,57,-8.5,10.6
SIO,2003-11-15,7,-1.4,6.2,0,20.6,NA,75.1,0,13.65,66,960.5,18.3,108,58,1.7,46,-5.4,6.2
SIO,2003-12-15,5.2,-7.9,2.1,0,16,NA,72.7,0,7.38,44,962,17.5,79.2,63,2,48,-11.6,2.3
SIO,2004-01-15,5.5,-9.8,1.3,23,122.6,NA,79.8,1,2.6,47,956.1,10.2,51.1,31,1.5,76,-18.2,1.7
SIO,2004-02-15,5,-7.2,2.6,0,6.9,25.5,68.7,0,11.35,103,962.1,15.5,154,67,2.2,45,-12.1,2.2
SIO,2004-03-15,5.5,-6.6,6.2,0,11.5,11.9,59.8,0,44.98,163,962.3,24.9,195.7,63,2.5,51,-10.6,5.8
SIO,2004-04-15,7.3,0.2,11.1,0,10.3,16.8,57.4,0,74.56,209,955,23.9,195.4,55,2.9,66,-5.6,11.1
SIO,2004-05-15,9.4,2.3,14.3,0,30.5,19.7,60.4,0,107.3,254,956.6,29,238.3,58,2.7,60,-2.9,15.8
SIO,2004-06-15,12.4,8.3,18.7,0,53.9,22,60.2,0,122.73,263,961,33,240.2,58,2.7,57,3.3,19.3
SIO,2004-07-15,14.3,8.1,19.9,0,34,28.5,62.5,0,123.94,258,960.3,32.4,260,62,2.8,52,2.8,20.7
SIO,2004-08-15,15,7.6,19.7,0,89.8,17.3,67.6,0,94.93,229,958.4,34.8,244.6,64,2.5,58,4.2,20.9
SIO,2004-09-15,12.8,4.5,16.5,0,10.9,20.5,68.9,0,69.04,187,963.2,28,241.1,75,2.4,44,1.2,17.3
SIO,2004-10-15,11.1,2.5,12,0,44,24.7,79.5,0,23.1,100,956.7,25.6,129.2,48,1.6,65,-1.3,13.1
SIO,2004-11-15,6.5,-5.5,3.5,0,20.4,27.8,79,0,12.02,63,962.8,16.2,106.6,57,1.4,46,-9.8,5.5
SIO,2004-12-15,4.8,-10.3,-0.8,22,42.2,31.6,82.8,4,5.81,47,962.7,9.8,91,72,1.5,39,-11.7,1.1
SIO,2005-01-15,4.3,-16,-2.1,37,36.5,35.8,78.9,8,4.13,59,966.7,9,114.3,70,1.7,39,-25.6,0.5
SIO,2005-02-15,4,-7.8,-1.4,7,24.9,29,71,3,10.7,108,959.5,8.3,146.4,66,2,48,-14,-0.3
SIO,2005-03-15,6.3,-9.8,6.8,0,13.9,18,61.4,0,43.29,170,959.3,22.6,214.9,69,2,47,-14.4,4.1
SIO,2005-04-15,7.6,-0.8,10.6,1,69.2,9.2,62.1,0,66.47,194,957,27.5,181.6,51,2.1,68,-6.1,10.3
SIO,2005-05-15,10.6,4.8,15.8,0,36.1,19.1,60.4,0,104.59,248,959.6,31.2,240.7,59,3,59,-0.9,15.5
SIO,2005-06-15,13.8,5.5,20.3,0,49.3,19,58.9,0,140.71,287,960.8,34.3,293.6,71,2.8,45,-0.3,20.5
SIO,2005-07-15,14.3,9.2,20.3,0,55,23.7,61.8,0,122.79,257,959.3,35.2,252.6,60,2.7,59,5.3,21.3
SIO,2005-08-15,13.8,7.4,17.7,0,82.1,26.5,70.2,0,80.68,202,960.1,28.7,202,53,2.1,62,2.7,18.9
SIO,2005-09-15,13.2,6.3,16.6,0,34.3,29.1,70.6,0,55.94,168,961,28.5,192.6,60,2.1,54,1.6,17.7
SIO,2005-10-15,9.5,2.2,11,0,24.5,24.3,74.2,0,33.91,122,963.2,21.6,186.6,69,1.4,41,-2.8,12
SIO,2005-11-15,6.2,-12.3,3.5,6,7.6,29.5,75.4,1,16.06,74,961,19.2,132.4,71,1.4,38,-19.8,5.3
SIO,2005-12-15,4.3,-12.6,-2.1,24,66.2,30.4,79.7,2,4.89,41,961.7,7.9,59.5,48,1.3,58,-17.9,0.5
SIO,2006-01-15,4,-12.8,-2.2,4,9.8,33.2,74.8,4,4.63,64,965.3,11.1,120.8,74,1.1,39,-15.6,-1.5
SIO,2006-02-15,4.9,-7.4,1.1,0,57,27.3,73.6,0,7.56,92,957.4,9.9,110.8,50,1.7,62,-10.3,0.2
SIO,2006-03-15,5.9,-8.8,4.5,24,128.8,19.5,68.7,3,31.26,145,955.4,22.5,153.9,49,2.2,69,-13.8,4.4
SIO,2006-04-15,8,0.2,10.8,0,68.8,15.5,63.2,0,68.8,205,958.1,24.5,194.9,55,2.6,61,-4.6,10.5
SIO,2006-05-15,10.5,2.7,14.9,0,58,20,63.8,0,85.55,229,960.9,26.5,198.5,49,2.8,71,-1.5,13.7
SIO,2006-06-15,13.2,1.5,19.5,0,29.6,14.7,58.7,0,140.46,290,962.8,30.9,300.2,72,2.6,44,-1.5,16.3
SIO,2006-07-15,16.5,13.6,23.3,0,37.9,26.9,60.3,0,147.26,280,962.7,35.9,309.4,74,2.6,47,11.2,19.7
SIO,2006-08-15,12.7,5.2,16.8,0,84.1,27.4,68.2,0,80.27,214,957.9,29.2,197.2,52,2.8,66,2,16.2
SIO,2006-09-15,14.4,7.2,17.9,0,26.4,28.4,71.8,0,54.91,170,960.3,28.7,198.6,62,1.7,56,4,15.2
SIO,2006-10-15,10.7,3,12.8,0,36.6,25.7,73.5,0,32.39,120,960.5,24.5,177.3,66,1.4,48,-0.5,11.5
SIO,2006-11-15,6.9,-4.2,6.4,0,35,17.2,71.7,0,17.31,67,964.6,18.7,112.9,58,1.4,48,-10.3,6.2
SIO,2006-12-15,5.4,-8.8,1.3,0,32.4,37.8,77.9,0,6.77,47,969.1,13.8,92.9,68,1.2,39,-12.2,1.8
SIO,2007-01-15,6.2,-7.3,3,1,61.5,36.6,79.3,0,3.35,55,966.1,16.8,89.1,50,1.7,59,-11,1.8
SIO,2007-02-15,5.9,-4.9,4.3,0,64.5,21.6,72.6,0,8.41,88,957.9,14.7,115.7,52,1.5,53,-8.5,2.9
SIO,2007-03-15,6.1,-2.8,7.2,0,40.1,21.9,61.9,0,43.79,161,958.9,18.2,195.5,62,2.9,51,-8.3,7.2
SIO,2007-04-15,8.5,1.7,15.2,0,1.4,16.7,51.7,0,112.67,253,960.9,28.1,299.2,84,2.4,33,-4,13.2
SIO,2007-05-15,11.4,3.1,15.5,0,102.6,15.1,66.4,0,74.74,218,956.7,28.5,184.7,45,2.6,69,-2.8,16.8
SIO,2007-06-15,14.3,9.3,18.6,0,89.1,23.4,68.1,0,94.48,264,957.6,32.5,235.4,57,2.7,64,5.1,19.1
